,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
112,EKOFISK,Recovery strategy,"Ekofisk was originally produced by pressure depletion and had an expected recovery factor of 17 per cent. Since then, comprehensive water injection has contributed to a substantial increase in oil recovery. Large-scale water injection started in 1987, and in subsequent years, the area for water injection has been extended in several phases. Experience has proven that water displaces the oil much more effectively than anticipated, and the expected final recovery factor for Ekofisk is now estimated to be over 50 per cent. In addition to the water injection, compaction of the soft chalk provides extra force to drainage of the field. The reservoir compaction has resulted in about 10 metres subsidence of the seabed, especially in the central part of the field. It is expected that the subsidence will continue, but at a much lower rate.",43506,20.02.2026,17.07.2026
113,EKOFISK,Status,"The production from Ekofisk is maintained at a high level through continuous water injection, drilling of production and injection wells, and well interventions. Water injection is extended in the southern part of the field. Key challenges are identifying the remaining oil pockets in a mature, waterflooded reservoir, as well as handling the increasing volumes of produced water. Infill drilling on Ekofisk is expected to continue throughout the lifetime of the field. Various drilling methods are being studied to reduce drilling costs, for example coiled tubing drilling. ",43506,20.02.2026,17.07.2026
114,EKOFISK,Reservoir,"Ekofisk produces oil from naturally fractured chalk of Late Cretaceous age in the Tor Formation and early Paleocene age in the Ekofisk Formation. The reservoir rock has high porosity, but low permeability. The reservoir has an oil column of more than 300 metres and is at a depth of 3000 metres.",43506,20.02.2026,17.07.2026
115,ELDFISK,Reservoir,"Eldfisk produces oil from chalk of Late Cretaceous and early Paleocene age in the Hod, Tor and Ekofisk Formations. The reservoir rock has high porosity, but low permeability. Natural fracturing allows the reservoir fluids to flow more easily. The reservoirs are at depths of 2700-2900 metres.",43527,20.02.2026,17.07.2026
116,ELDFISK,Transport,"Oil and gas are sent to the export pipelines via the Ekofisk Centre. Gas from the Ekofisk area is transported via the Norpipe gas pipeline to Emden in Germany, while the oil is sent via the Norpipe oil pipeline to Teesside in the UK.",43527,20.02.2026,17.07.2026
117,ELDFISK,Status,"Drilling of additional wells on Eldfisk is continuing. Drilling targets are also being matured in the eastern structure, Eldfisk East. Production from Eldfisk North started in 2024, and further development of the structure is ongoing. Coiled tubing drilling (CTD) is being considered for injection wells on Eldfisk S, after the technical success of CTD executed on Ekofisk injectors.",43527,20.02.2026,17.07.2026
118,ELDFISK,Recovery strategy,"Eldfisk was originally produced by pressure depletion. In 1999, water injection was implemented through horizontal injection wells. Pressure depletion and the water weakening effect have caused reservoir compaction, which in turn has resulted in several metres of seabed subsidence. The Eldfisk II project extends waterflooding on the field.",43527,20.02.2026,17.07.2026
119,ELDFISK,Development,"Eldfisk is a field in the southern part of the Norwegian sector in the North Sea, 10 kilometres south of the Ekofisk field. The water depth is 70 metres. Eldfisk was discovered in 1970, and the plan for development and operation (PDO) was approved in 1975. The field comprises three structures: Alpha, Bravo and Eldfisk East. The initial development consisted of three facilities: Eldfisk B (a combined drilling, wellhead and process facility), and Eldfisk A and Eldfisk FTP (wellhead and process facilities). The production started in 1979. A PDO for water injection was approved in 1997, and the injection facility Eldfisk E was installed in 1999. This facility also provides some the water to Ekofisk K for injection on the Ekofisk field. A PDO for Eldfisk II was approved in 2011, and included a new integrated facility, Eldfisk S, connected by bridge to Eldfisk E. The production from Eldfisk S started in 2015. This facility replaces several functions of Eldfisk A and Eldfisk FTP. Eldfisk A is converted into a wellhead platform and Eldfisk FTP is used as bridge-support facility. The Embla field, located south of Eldfisk, is tied to Eldfisk S. An amended PDO for the subsea development of the northern part of the Bravo structure, Eldfisk North, was approved in 2022.",43527,20.02.2026,17.07.2026
120,EMBLA,Reservoir,"Embla produces oil and gas from segmented sandstone and conglomerate of Devonian and Permian age. The reservoir is at a depth of more than 4000 metres and has high pressure and high temperature (HPHT). It has a complex, highly faulted structure.",43534,20.02.2026,17.07.2026
121,EMBLA,Development,"Embla is a field in the southern part of the Norwegian sector in the North Sea, south of the Eldfisk field. The water depth is 70 metres. Already in 1974, a well tested oil on Embla, but it was not until 1988 that the field was discovered. The plan for development and operation (PDO) was approved in 1990. The field has been developed with an unmanned wellhead facility, which is remotely controlled from Eldfisk. Production started in 1993. In 1995, an amended PDO for Embla was approved.",43534,20.02.2026,17.07.2026
122,EMBLA,Status,"As part of the Eldfisk II development project, Embla was tied to the Eldfisk S facility, extending the lifetime for Embla. Because of the complexity of the reservoir, there are no plans other than optimising the existing production wells. Currently, there are four active producers.",43534,20.02.2026,17.07.2026
123,EMBLA,Recovery strategy,The field is produced by pressure depletion.,43534,20.02.2026,17.07.2026
124,EMBLA,Transport,"Oil and gas are transported by pipeline to the Eldfisk S facility for processing, and further to the Ekofisk Centre for export. Gas from the Ekofisk area is transported via the Norpipe gas pipeline to Emden in Germany, while the oil is sent via the Norpipe oil pipeline to Teesside in the UK.",43534,20.02.2026,17.07.2026
125,ENOCH,Development,"Enoch is a field in the central part of the North Sea on the border to the British sector, ten kilometres northwest of the Gina Krog field. The Norwegian share of the field is 20 per cent. Enoch was proven in 1985, and the plan for development and operation (PDO) was approved in 2005. The field has been developed with one horizontal production well tied to the British Brae field. The production started in 2007.",3437659,20.02.2026,17.07.2026
126,ENOCH,Transport,The well stream from Enoch is transported to the Brae A facility for processing and further transport by pipeline to Cruden Bay in the UK. The gas is sold to Brae.,3437659,20.02.2026,17.07.2026
127,ENOCH,Status,The field is in its late tail phase. The production from Enoch is dependent on the lifetime of the Brae facility.,3437659,20.02.2026,17.07.2026
128,ENOCH,Recovery strategy,The field is produced by pressure depletion.,3437659,20.02.2026,17.07.2026
129,ENOCH,Reservoir,Enoch produces oil from Forties sandstone of Paleocene age. The reservoir is at a depth of 2100 metres and has variable quality.,3437659,20.02.2026,17.07.2026
130,FENJA,Recovery strategy,The field is produced by pressure support from water and gas injection. Produced gas is reinjected into the reservoir. The reinjected gas will be produced at the end of the oil production period.,31164879,20.02.2026,17.07.2026
131,FENJA,Status,"The production has been lower than planned due to the  field’s overall lower potential, increasing water cut and a rising gas-oil ratio. The discovery 6406/11-1 S (Vidsyn) was drilled in 2025. Work is ongoing to evaluate further appraisal of prospects in the vicinity and to establish a development project. ",31164879,20.02.2026,17.07.2026
132,FENJA,Transport,The well stream is routed by pipeline to the Njord A facility for processing. The oil is stored at the Njord B facility and transferred to shuttle tankers. The gas is exported via Åsgard Transport System (ÅTS).,31164879,20.02.2026,17.07.2026
133,FENJA,Reservoir,"The reservoirs contain oil and gas in sandstone of Late Jurassic age in the Melke Formation, and oil in Upper Jurassic sandstone in the Rogn Formation. They are in a fan system at a depth of 3200-3500 metres and have variable reservoir properties.",31164879,20.02.2026,17.07.2026
134,FENJA,Development,"Fenja is a field in the Norwegian Sea, 35 kilometres southwest of the Njord field. The water depth is 325 metres. The field also includes the discovery 6406/12-3 A (Bue). Fenja was discovered in 2014, and the plan for development and operation (PDO) was approved in 2018. The field is developed with two subsea templates with a total of six wells, tied-back to the Njord A facility. The production started in April 2023.",31164879,20.02.2026,17.07.2026
135,FENRIS,Development,"Fenris is located in the southern part of the Norwegian sector in the North Sea, 20 kilometres north of the Ekofisk field and 50 kilometres north of the Valhall field. The water depth is 70 metres. Fenris was discovered in 2012, and the plan for development and operation (PDO) was approved in 2023. The development concept includes an unmanned wellhead platform tied-back to the Valhall field.",42002478,20.02.2026,17.07.2026
